sku,name,category,costPrice,unitPrice,stockQuantity,condition,tags,acquisitionCost,buyPrice
GH-NSW-super-mario-party-jamboree-119,SUPER MARIO PARTY JAMBOREE,Nintendo Switch Games,150.00,170.00,0,GOOD,switch,150.00,150.00
GH-NSW-super-mario-rpg-120,SUPER MARIO RPG,Nintendo Switch Games,65.00,90.00,0,GOOD,switch,65.00,65.00
GH-NSW-super-robot-wars-y-121,SUPER ROBOT WARS Y,Nintendo Switch Games,65.00,90.00,0,GOOD,switch,65.00,65.00
GH-NSW-super-smash-bros-ultimate-122,SUPER SMASH BROS ULTIMATE,Nintendo Switch Games,105.00,135.00,0,GOOD,switch,105.00,105.00
GH-NSW-taiko-no-tatsujin-rhythm-festival-123,TAIKO NO TATSUJIN RHYTHM FESTIVAL,Nintendo Switch Games,65.00,90.00,0,GOOD,switch,65.00,65.00
GH-NSW-that-time-i-got-reincarnated-as-a-slime-124,THAT TIME I GOT REINCARNATED AS A SLIME,Nintendo Switch Games,80.00,110.00,0,GOOD,switch,80.00,80.00
GH-NSW-the-bridge-curse-2-the-extrication-125,THE BRIDGE CURSE 2: THE EXTRICATION,Nintendo Switch Games,65.00,90.00,0,GOOD,switch,65.00,65.00
GH-NSW-the-house-of-the-dead-2-remake-126,THE HOUSE OF THE DEAD 2 REMAKE,Nintendo Switch Games,80.00,110.00,0,GOOD,switch,80.00,80.00
GH-NSW-the-hundred-line-last-defence-academy-127,THE HUNDRED LINE - LAST DEFENCE ACADEMY,Nintendo Switch Games,90.00,120.00,0,GOOD,switch,90.00,90.00
GH-NSW-the-knight-witch-128,THE KNIGHT WITCH,Nintendo Switch Games,70.00,95.00,0,GOOD,switch,70.00,70.00
GH-NSW-the-legend-of-heroes-ao-no-kiseki-kai-129,THE LEGEND OF HEROES : AO NO KISEKI KAI,Nintendo Switch Games,90.00,120.00,0,GOOD,switch,90.00,90.00
GH-NSW-the-legend-of-heroes-sen-no-kiseki-iii-130,THE LEGEND OF HEROES : SEN NO KISEKI III,Nintendo Switch Games,70.00,95.00,0,GOOD,switch,70.00,70.00
GH-NSW-the-legend-of-heroes-trails-into-reverie-131,THE LEGEND OF HEROES : TRAILS INTO REVERIE,Nintendo Switch Games,80.00,110.00,0,GOOD,switch,80.00,80.00
GH-NSW-the-legend-of-heroes-trails-through-dayb-132,THE LEGEND OF HEROES: TRAILS THROUGH DAYBREAK,Nintendo Switch Games,85.00,115.00,0,GOOD,switch,85.00,85.00
GH-NSW-the-legend-of-zelda-tears-of-the-kingdom-133,THE LEGEND OF ZELDA : TEARS OF THE KINGDOM,Nintendo Switch Games,100.00,135.00,0,GOOD,switch,100.00,100.00
GH-NSW-the-legend-of-zelda-tears-of-the-kingdom-134,THE LEGEND OF ZELDA : TEARS OF THE KINGDOM (COLLECTOR EDITION),Nintendo Switch Games,190.00,250.00,0,GOOD,switch,190.00,190.00
GH-NSW-the-legend-of-zelda-breath-of-the-wild-e-135,THE LEGEND OF ZELDA BREATH OF THE WILD + EXPANSION PASS,Nintendo Switch Games,85.00,115.00,0,GOOD,switch,85.00,85.00
GH-NSW-the-legend-of-zelda-link-s-awakening-136,THE LEGEND OF ZELDA LINK'S AWAKENING,Nintendo Switch Games,75.00,100.00,0,GOOD,switch,75.00,75.00
GH-NSW-the-legend-of-zelda-echoes-of-wisdom-137,THE LEGEND OF ZELDA: ECHOES OF WISDOM,Nintendo Switch Games,80.00,110.00,0,GOOD,switch,80.00,80.00
GH-NSW-the-walking-dead-destinies-138,THE WALKING DEAD: DESTINIES,Nintendo Switch Games,90.00,120.00,0,GOOD,switch,90.00,90.00
GH-NSW-the-witcher-3-wild-hunt-complete-edition-139,THE WITCHER 3 WILD HUNT COMPLETE EDITION,Nintendo Switch Games,70.00,95.00,0,GOOD,switch,70.00,70.00
GH-NSW-tomodachi-life-living-the-dream-140,TOMODACHI LIFE: LIVING THE DREAM,Nintendo Switch Games,150.00,200.00,0,GOOD,switch,150.00,150.00
GH-NSW-trine-5-a-clockwork-conspiracy-141,TRINE 5: A CLOCKWORK CONSPIRACY,Nintendo Switch Games,75.00,100.00,0,GOOD,switch,75.00,75.00
GH-NSW-trinity-trigger-142,TRINITY TRIGGER,Nintendo Switch Games,90.00,120.00,0,GOOD,switch,90.00,90.00
GH-NSW-the-legend-of-zelda-breath-of-the-wild-143,The LEGEND OF ZELDA BREATH OF THE WILD,Nintendo Switch Games,75.00,100.00,0,GOOD,switch,75.00,75.00
GH-NSW-ultra-age-144,ULTRA  AGE,Nintendo Switch Games,70.00,95.00,0,GOOD,switch,70.00,70.00
GH-NSW-unicorn-overload-145,UNICORN OVERLOAD,Nintendo Switch Games,90.00,120.00,0,GOOD,switch,90.00,90.00
GH-NSW-virche-evermore-error-salvation-146,VIRCHE EVERMORE ERROR SALVATION,Nintendo Switch Games,90.00,120.00,0,GOOD,switch,90.00,90.00
GH-NSW-witch-on-the-holy-night-147,WITCH ON THE HOLY NIGHT,Nintendo Switch Games,100.00,135.00,0,GOOD,switch,100.00,100.00
GH-NSW-world-end-syndrome-148,WORLD END SYNDROME,Nintendo Switch Games,95.00,130.00,0,GOOD,switch,95.00,95.00
GH-NSW-xenoblade-chronicles-3-149,XENOBLADE CHRONICLES 3,Nintendo Switch Games,65.00,90.00,0,GOOD,switch,65.00,65.00
GH-NSW-xenoblade-chronicles-x-definitive-editio-150,XENOBLADE CHRONICLES X: DEFINITIVE EDITION,Nintendo Switch Games,85.00,115.00,0,GOOD,switch,85.00,85.00
GH-NSW-xuan-yuan-sword-7-151,XUAN YUAN SWORD 7,Nintendo Switch Games,90.00,120.00,0,GOOD,switch,90.00,90.00
GH-NSW-yoshi-s-crafted-world-152,YOSHI'S CRAFTED WORLD,Nintendo Switch Games,90.00,120.00,0,GOOD,switch,90.00,90.00
GH-NSW-ys-x-nordics-153,YS X NORDICS,Nintendo Switch Games,90.00,120.00,0,GOOD,switch,90.00,90.00
GH-NSW2-animal-crossing-new-horizons-001,ANIMAL CROSSING NEW HORIZONS,Nintendo Switch 2 Games,100.00,135.00,0,GOOD,switch2,100.00,100.00
GH-NSW2-assassin-s-creed-shadows-002,Assassin's Creed Shadows,Nintendo Switch 2 Games,100.00,135.00,0,GOOD,switch2,100.00,100.00
GH-NSW2-bravely-default-flying-fair-hd-remsater-003,Bravely Default Flying Fair HD Remsater,Nintendo Switch 2 Games,60.00,80.00,0,GOOD,switch2,60.00,60.00
GH-NSW2-cronos-the-new-dawn-004,Cronos: The New Dawn,Nintendo Switch 2 Games,95.00,130.00,0,GOOD,switch2,95.00,95.00
GH-NSW2-cyberpunk-2077-005,Cyberpunk 2077,Nintendo Switch 2 Games,125.00,170.00,0,GOOD,switch2,125.00,125.00
GH-NSW2-daemon-x-machina-titanic-scion-006,Daemon X Machina : Titanic Scion,Nintendo Switch 2 Games,110.00,150.00,0,GOOD,switch2,110.00,110.00
GH-NSW2-donkey-kong-bananza-007,Donkey Kong Bananza,Nintendo Switch 2 Games,190.00,215.00,0,GOOD,switch2,190.00,190.00
GH-NSW2-dragon-ball-sparking-zero-008,Dragon Ball: Sparking! Zero,Nintendo Switch 2 Games,110.00,150.00,0,GOOD,switch2,110.00,110.00
GH-NSW2-dragon-quest-1-2-hd-remake-009,Dragon Quest 1 & 2 HD remake,Nintendo Switch 2 Games,100.00,135.00,0,GOOD,switch2,100.00,100.00
GH-NSW2-dragon-quest-vii-reimagined-010,Dragon Quest VII Reimagined,Nintendo Switch 2 Games,100.00,135.00,0,GOOD,switch2,100.00,100.00
GH-NSW2-dynasty-warriors-origins-011,Dynasty Warriors Origins,Nintendo Switch 2 Games,100.00,135.00,0,GOOD,switch2,100.00,100.00
GH-NSW2-ea-sports-fc-26-012,EA SPORTS FC 26,Nintendo Switch 2 Games,65.00,90.00,0,GOOD,switch2,65.00,65.00
GH-NSW2-fantasy-life-i-the-girl-who-steals-time-013,FANTASY LIFE i: The Girl Who Steals Time,Nintendo Switch 2 Games,100.00,135.00,0,GOOD,switch2,100.00,100.00
GH-NSW2-final-fantasy-vii-remake-intergrade-014,FINAL FANTASY VII REMAKE INTERGRADE,Nintendo Switch 2 Games,90.00,120.00,0,GOOD,switch2,90.00,90.00
GH-NSW2-fatal-frame-ii-crimson-butterfly-remake-015,Fatal Frame II: Crimson Butterfly Remake,Nintendo Switch 2 Games,90.00,120.00,0,GOOD,switch2,90.00,90.00
GH-NSW2-final-fantasy-vii-rebirth-016,Final Fantasy VII Rebirth,Nintendo Switch 2 Games,100.00,135.00,0,GOOD,switch2,100.00,100.00
GH-NSW2-gear-club-unlimited-3-017,Gear Club Unlimited 3,Nintendo Switch 2 Games,95.00,130.00,0,GOOD,switch2,95.00,95.00
GH-NSW2-hades-2-018,Hades 2,Nintendo Switch 2 Games,90.00,120.00,0,GOOD,switch2,90.00,90.00
GH-NSW2-hitman-world-of-assassination-019,Hitman World Of Assassination,Nintendo Switch 2 Games,100.00,135.00,0,GOOD,switch2,100.00,100.00
GH-NSW2-hogwarts-legacy-020,Hogwarts Legacy,Nintendo Switch 2 Games,95.00,130.00,0,GOOD,switch2,95.00,95.00
GH-NSW2-hyrule-warriors-age-of-imprisonment-021,Hyrule Warriors : Age Of Imprisonment,Nintendo Switch 2 Games,140.00,190.00,0,GOOD,switch2,140.00,140.00
GH-NSW2-indiana-jones-and-the-great-circle-022,Indiana Jones and the Great Circle,Nintendo Switch 2 Games,120.00,160.00,0,GOOD,switch2,120.00,120.00
GH-NSW2-kirby-air-riders-023,Kirby Air Riders,Nintendo Switch 2 Games,180.00,200.00,0,GOOD,switch2,180.00,180.00
GH-NSW2-kirby-and-the-forgotten-land-024,Kirby And The Forgotten Land,Nintendo Switch 2 Games,135.00,180.00,0,GOOD,switch2,135.00,135.00
GH-NSW2-kunitsu-gami-path-of-the-goddess-025,Kunitsu-Gami: Path of the Goddess,Nintendo Switch 2 Games,65.00,90.00,0,GOOD,switch2,65.00,65.00
GH-NSW2-little-nightmare-iii-026,LITTLE NIGHTMARE III,Nintendo Switch 2 Games,80.00,110.00,0,GOOD,switch2,80.00,80.00
GH-NSW2-metroid-prime-4-beyond-027,METROID PRIME 4: BEYOND,Nintendo Switch 2 Games,105.00,140.00,0,GOOD,switch2,105.00,105.00
GH-NSW2-madden-nfl-26-028,Madden NFL 26,Nintendo Switch 2 Games,100.00,135.00,0,GOOD,switch2,100.00,100.00
GH-NSW2-mario-kart-world-029,Mario Kart World,Nintendo Switch 2 Games,125.00,170.00,0,GOOD,switch2,125.00,125.00
GH-NSW2-mario-tennis-fever-030,Mario Tennis Fever,Nintendo Switch 2 Games,130.00,175.00,0,GOOD,switch2,130.00,130.00
GH-NSW2-marvel-cosmic-invasion-031,Marvel Cosmic Invasion,Nintendo Switch 2 Games,75.00,100.00,0,GOOD,switch2,75.00,75.00
GH-NSW2-monster-hunter-stories-3-twisted-reflect-032,Monster Hunter Stories 3: Twisted Reflection,Nintendo Switch 2 Games,135.00,180.00,0,GOOD,switch2,135.00,135.00
GH-NSW2-nba-2k26-033,NBA 2K26,Nintendo Switch 2 Games,60.00,80.00,0,GOOD,switch2,60.00,60.00
GH-NSW2-octopath-traveler-0-034,Octopath Traveler 0,Nintendo Switch 2 Games,95.00,130.00,0,GOOD,switch2,95.00,95.00
GH-NSW2-pokemon-legends-z-a-035,POKEMON LEGENDS Z-A,Nintendo Switch 2 Games,105.00,140.00,0,GOOD,switch2,105.00,105.00
GH-NSW2-persona-3-reload-036,Persona 3 Reload,Nintendo Switch 2 Games,70.00,95.00,0,GOOD,switch2,70.00,70.00
GH-NSW2-pokemon-pokopia-037,Pokemon Pokopia,Nintendo Switch 2 Games,100.00,135.00,0,GOOD,switch2,100.00,100.00
GH-NSW2-pragmata-038,Pragmata,Nintendo Switch 2 Games,130.00,175.00,0,GOOD,switch2,130.00,130.00
GH-NSW2-puyopuyo-tetris-2s-039,PuyoPuyo Tetris 2S,Nintendo Switch 2 Games,50.00,70.00,0,GOOD,switch2,50.00,50.00
GH-NSW2-raidou-remastered-the-mystery-of-the-sou-040,RAIDOU Remastered: The Mystery of the Soulless Army,Nintendo Switch 2 Games,80.00,110.00,0,GOOD,switch2,80.00,80.00
GH-NSW2-reanimal-041,Reanimal,Nintendo Switch 2 Games,75.00,100.00,0,GOOD,switch2,75.00,75.00
GH-NSW2-resident-evil-biohazard-gold-edition-042,Resident Evil Biohazard Gold Edition,Nintendo Switch 2 Games,65.00,90.00,0,GOOD,switch2,65.00,65.00
GH-NSW2-resident-evil-requiem-043,Resident Evil Requiem,Nintendo Switch 2 Games,140.00,190.00,0,GOOD,switch2,140.00,140.00
GH-NSW2-resident-evil-village-044,Resident Evil Village,Nintendo Switch 2 Games,75.00,100.00,0,GOOD,switch2,75.00,75.00
GH-NSW2-ripple-island-kyle-and-cal-s-restaurant-045,Ripple Island: Kyle and Cal's Restaurant,Nintendo Switch 2 Games,55.00,75.00,0,GOOD,switch2,55.00,55.00
GH-NSW2-runefactory-guardian-of-azuma-046,Runefactory Guardian of Azuma,Nintendo Switch 2 Games,95.00,130.00,0,GOOD,switch2,95.00,95.00
GH-NSW2-sonic-racing-crossworlds-047,SONIC RACING: CROSSWORLDS,Nintendo Switch 2 Games,110.00,150.00,0,GOOD,switch2,110.00,110.00
GH-NSW2-star-wars-outlaws-048,STAR WARS OUTLAWS,Nintendo Switch 2 Games,110.00,150.00,0,GOOD,switch2,110.00,110.00
GH-NSW2-super-mario-party-jamboree-049,SUPER MARIO PARTY JAMBOREE,Nintendo Switch 2 Games,170.00,195.00,0,GOOD,switch2,170.00,170.00
GH-NSW2-sid-meier-s-civilization-vii-050,Sid Meier's Civilization VII,Nintendo Switch 2 Games,70.00,95.00,0,GOOD,switch2,70.00,70.00
GH-NSW2-sonic-x-shadow-generations-051,Sonic X Shadow Generations,Nintendo Switch 2 Games,80.00,110.00,0,GOOD,switch2,80.00,80.00
GH-NSW2-splatoon-raiders-052,Splatoon Raiders,Nintendo Switch 2 Games,105.00,140.00,0,GOOD,switch2,105.00,105.00
GH-NSW2-spongebob-squarepants-titans-of-the-tide-053,Spongebob Squarepants: Titans of the Tide,Nintendo Switch 2 Games,75.00,100.00,0,GOOD,switch2,75.00,75.00
GH-NSW2-star-fox-054,Star Fox,Nintendo Switch 2 Games,80.00,110.00,0,GOOD,switch2,80.00,80.00
GH-NSW2-story-of-seasons-grand-bazaar-055,Story of Seasons Grand Bazaar,Nintendo Switch 2 Games,120.00,160.00,0,GOOD,switch2,120.00,120.00
GH-NSW2-street-fighter-6-1-2-fighter-edition-056,Street Fighter 6 1 - 2 Fighter Edition,Nintendo Switch 2 Games,115.00,155.00,0,GOOD,switch2,115.00,115.00
GH-NSW2-suikoden-1-2-hd-remaster-057,Suikoden 1 - 2 HD Remaster,Nintendo Switch 2 Games,90.00,120.00,0,GOOD,switch2,90.00,90.00
GH-NSW2-super-mario-bros-wonder-meetup-in-bellab-058,Super Mario Bros. Wonder + Meetup in Bellabel Park,Nintendo Switch 2 Games,115.00,155.00,0,GOOD,switch2,115.00,115.00
GH-NSW2-survival-kids-059,Survival Kids,Nintendo Switch 2 Games,75.00,100.00,0,GOOD,switch2,75.00,75.00
GH-NSW2-tales-of-arise-beyond-the-dawn-edition-060,Tales of Arise Beyond The Dawn Edition,Nintendo Switch 2 Games,75.00,100.00,0,GOOD,switch2,75.00,75.00
GH-NSW2-tamagotchi-plaza-061,Tamagotchi Plaza,Nintendo Switch 2 Games,100.00,135.00,0,GOOD,switch2,100.00,100.00
GH-NSW2-the-legend-of-zelda-breath-of-the-wild-062,The Legend Of Zelda : Breath Of the Wild,Nintendo Switch 2 Games,160.00,180.00,0,GOOD,switch2,160.00,160.00
GH-NSW2-the-legend-of-zelda-tears-of-the-kingdom-063,The Legend Of Zelda : Tears Of The Kingdom,Nintendo Switch 2 Games,170.00,195.00,0,GOOD,switch2,170.00,170.00
GH-NSW2-the-legend-of-heroes-trails-beyond-the-h-064,The Legend of Heroes: Trails Beyond the Horizon,Nintendo Switch 2 Games,130.00,175.00,0,GOOD,switch2,130.00,130.00
GH-NSW2-two-point-museum-065,Two Point Museum,Nintendo Switch 2 Games,75.00,100.00,0,GOOD,switch2,75.00,75.00
GH-NSW2-wwe-2k26-066,WWE 2K26,Nintendo Switch 2 Games,120.00,160.00,0,GOOD,switch2,120.00,120.00
GH-NSW2-wild-hearts-s-067,Wild Hearts S,Nintendo Switch 2 Games,75.00,110.00,0,GOOD,switch2,75.00,75.00
GH-NSW2-xenoblade-chronicles-x-definitive-editio-068,Xenoblade Chronicles X: Definitive Edition,Nintendo Switch 2 Games,90.00,120.00,0,GOOD,switch2,90.00,90.00
GH-NSW2-yakuza-kiwami-069,YAKUZA KIWAMI,Nintendo Switch 2 Games,45.00,60.00,0,GOOD,switch2,45.00,45.00
GH-NSW2-yakuza-kiwami-2-070,YAKUZA KIWAMI 2,Nintendo Switch 2 Games,50.00,70.00,0,GOOD,switch2,50.00,50.00
GH-NSW2-yakuza-kiwami-3-dark-ties-071,YAKUZA KIWAMI 3 & DARK TIES,Nintendo Switch 2 Games,100.00,135.00,0,GOOD,switch2,100.00,100.00
GH-NSW2-yakuza-0-072,Yakuza 0,Nintendo Switch 2 Games,95.00,125.00,0,GOOD,switch2,95.00,95.00
GH-NSW2-yoshi-and-the-mysterious-book-073,Yoshi and the Mysterious Book,Nintendo Switch 2 Games,130.00,175.00,0,GOOD,switch2,130.00,130.00
