sku,name,category,costPrice,unitPrice,stockQuantity,condition,tags,acquisitionCost,buyPrice
GH-CONSOLE-nintendo-switch-2-001,NINTENDO SWITCH 2,Consoles,1505.00,1690.00,0,GOOD,console,1505.00,1505.00
GH-CONSOLE-nintendo-switch-lite-002,NINTENDO SWITCH LITE,Consoles,320.00,430.00,0,GOOD,console,320.00,320.00
GH-CONSOLE-nintendo-switch-oled-neon-mario-red-003,NINTENDO SWITCH OLED (NEON & MARIO RED),Consoles,575.00,775.00,0,GOOD,console,575.00,575.00
GH-CONSOLE-nintendo-switch-oled-special-edition-004,NINTENDO SWITCH OLED (SPECIAL EDITION),Consoles,625.00,845.00,0,GOOD,console,625.00,625.00
GH-CONSOLE-nintendo-switch-oled-white-assorted-005,NINTENDO SWITCH OLED (WHITE & ASSORTED),Consoles,575.00,775.00,0,GOOD,console,575.00,575.00
GH-CONSOLE-nintendo-switch-v1-006,NINTENDO SWITCH V1,Consoles,335.00,450.00,0,GOOD,console,335.00,335.00
GH-CONSOLE-nintendo-switch-v2-007,NINTENDO SWITCH V2,Consoles,350.00,475.00,0,GOOD,console,350.00,350.00
GH-CONSOLE-ps4-fat-1tb-008,PS4 FAT 1TB,Consoles,245.00,330.00,0,GOOD,console,245.00,245.00
GH-CONSOLE-ps4-fat-500gb-009,PS4 FAT 500GB,Consoles,205.00,275.00,0,GOOD,console,205.00,205.00
GH-CONSOLE-ps4-pro-1tb-010,PS4 PRO 1TB,Consoles,270.00,365.00,0,GOOD,console,270.00,270.00
GH-CONSOLE-ps4-pro-2tb-011,PS4 PRO 2TB,Consoles,355.00,480.00,0,GOOD,console,355.00,355.00
GH-CONSOLE-ps4-slim-1tb-012,PS4 SLIM 1TB,Consoles,260.00,350.00,0,GOOD,console,260.00,260.00
GH-CONSOLE-ps4-slim-500gb-013,PS4 SLIM 500GB,Consoles,220.00,300.00,0,GOOD,console,220.00,220.00
GH-CONSOLE-ps5-fat-digital-014,PS5 FAT DIGITAL,Consoles,1080.00,1460.00,0,GOOD,console,1080.00,1080.00
GH-CONSOLE-ps5-fat-disc-015,PS5 FAT DISC,Consoles,1230.00,1660.00,0,GOOD,console,1230.00,1230.00
GH-CONSOLE-ps5-pro-digital-016,PS5 PRO DIGITAL,Consoles,2270.00,2610.00,0,GOOD,console,2270.00,2270.00
GH-CONSOLE-ps5-pro-disc-017,PS5 PRO DISC,Consoles,2570.00,2890.00,0,GOOD,console,2570.00,2570.00
GH-CONSOLE-ps5-slim-digital-018,PS5 SLIM DIGITAL,Consoles,1205.00,1625.00,0,GOOD,console,1205.00,1205.00
GH-CONSOLE-ps5-slim-disc-019,PS5 SLIM DISC,Consoles,1505.00,2030.00,0,GOOD,console,1505.00,1505.00
GH-ACC-pre-owned-nintendo-switch-joy-con-left-001,PRE-OWNED NINTENDO SWITCH JOY-CON (LEFT),Accessories,45.00,60.00,0,GOOD,accessory,45.00,45.00
GH-ACC-pre-owned-nintendo-switch-joy-con-right-002,PRE-OWNED NINTENDO SWITCH JOY-CON (RIGHT),Accessories,45.00,60.00,0,GOOD,accessory,45.00,45.00
GH-ACC-pre-owned-nintendo-switch-pro-controller-003,PRE-OWNED NINTENDO SWITCH PRO CONTROLLER,Accessories,75.00,100.00,0,GOOD,accessory,75.00,75.00
GH-ACC-pre-owned-ps4-dualshock-controller-004,PRE-OWNED PS4 DUALSHOCK CONTROLLER,Accessories,30.00,40.00,0,GOOD,accessory,30.00,30.00
GH-ACC-pre-owned-ps5-dualsense-controller-005,PRE-OWNED PS5 DUALSENSE CONTROLLER,Accessories,145.00,195.00,0,GOOD,accessory,145.00,145.00
GH-ACC-pre-owned-xbox-series-controller-006,PRE-OWNED XBOX SERIES CONTROLLER,Accessories,50.00,70.00,0,GOOD,accessory,50.00,50.00
GH-HANDHELD-playstation-portal-black-001,Playstation Portal Black,Handhelds,415.00,560.00,0,GOOD,handheld,415.00,415.00
GH-HANDHELD-playstation-portal-white-002,Playstation Portal White,Handhelds,380.00,515.00,0,GOOD,handheld,380.00,380.00
GH-HANDHELD-steam-deck-lcd-256gb-003,Steam Deck LCD 256GB,Handhelds,1125.00,1270.00,0,GOOD,handheld,1125.00,1125.00
GH-HANDHELD-steam-deck-lcd-512gb-004,Steam Deck LCD 512GB,Handhelds,1300.00,1470.00,0,GOOD,handheld,1300.00,1300.00
GH-HANDHELD-steam-deck-lcd-64gb-005,Steam Deck LCD 64GB,Handhelds,1005.00,1135.00,0,GOOD,handheld,1005.00,1005.00
GH-HANDHELD-steam-deck-oled-1tb-006,Steam Deck OLED 1TB,Handhelds,2135.00,2405.00,0,GOOD,handheld,2135.00,2135.00
GH-HANDHELD-steam-deck-oled-512gb-007,Steam Deck OLED 512GB,Handhelds,1935.00,2180.00,0,GOOD,handheld,1935.00,1935.00
GH-PS4-a-way-out-001,A WAY OUT,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-ace-attorney-investigations-collections-002,ACE ATTORNEY INVESTIGATIONS COLLECTIONS,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-ace-combat-7-skies-unknown-003,ACE COMBAT 7 SKIES UNKNOWN,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-alan-wake-004,ALAN WAKE,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-ark-survival-evolved-ultimate-survivor-005,ARK : SURVIVAL EVOLVED ULTIMATE SURVIVOR,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-ark-ultimate-survivor-edition-006,ARK ULTIMATE SURVIVOR EDITION,PS4 Games,25.00,35.00,0,GOOD,ps4,25.00,25.00
GH-PS4-armored-core-vi-fires-of-rubicon-007,ARMORED CORE VI: FIRES OF RUBICON,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-assassin-s-creed-3-remastered-008,ASSASSIN'S CREED 3 REMASTERED,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-assassin-s-creed-iv-black-flag-009,ASSASSIN'S CREED IV BLACK FLAG,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-assassin-s-creed-mirage-010,ASSASSIN'S CREED MIRAGE,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-assassin-s-creed-odyssey-011,ASSASSIN'S CREED ODYSSEY,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-assassin-s-creed-odyssey-assassin-s-cree-012,ASSASSIN'S CREED ODYSSEY + ASSASSIN'S CREED ORIGINS DOUBLE PACK,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-assassin-s-creed-origins-013,ASSASSIN'S CREED ORIGINS,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-assassin-s-creed-the-ezio-collection-014,ASSASSIN'S CREED THE EZIO COLLECTION,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-atelier-firis-the-alchemist-and-the-myst-015,ATELIER FIRIS THE ALCHEMIST AND THE MYSTERIOUS JOURNEY,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-atelier-lulua-the-scion-of-arland-016,ATELIER LULUA THE SCION OF ARLAND,PS4 Games,40.00,60.00,0,GOOD,ps4,40.00,40.00
GH-PS4-atelier-marie-remake-the-alchemist-of-sa-017,ATELIER MARIE REMAKE: THE ALCHEMIST OF SALBURG,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-atelier-ryza-2-lost-legends-018,ATELIER RYZA 2: LOST LEGENDS,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-atelier-ryza-3-alchemist-of-the-end-the-019,ATELIER RYZA 3: ALCHEMIST OF THE END & THE SECRET KEY,PS4 Games,40.00,60.00,0,GOOD,ps4,40.00,40.00
GH-PS4-atelier-ryza-ever-darkness-the-secret-hi-020,ATELIER RYZA EVER DARKNESS & THE SECRET HIDEOUT,PS4 Games,40.00,60.00,0,GOOD,ps4,40.00,40.00
GH-PS4-atelier-sophie-021,ATELIER SOPHIE,PS4 Games,35.00,50.00,0,GOOD,ps4,35.00,35.00
GH-PS4-atelier-sophie-2-022,ATELIER SOPHIE 2,PS4 Games,40.00,60.00,0,GOOD,ps4,40.00,40.00
GH-PS4-atomic-heart-023,ATOMIC HEART,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-call-of-duty-black-ops-3-024,CALL OF DUTY BLACK OPS 3,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-call-of-duty-black-ops-4-025,CALL OF DUTY BLACK OPS 4,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-call-of-duty-black-ops-6-026,CALL OF DUTY BLACK OPS 6,PS4 Games,60.00,80.00,0,GOOD,ps4,60.00,60.00
GH-PS4-call-of-duty-modern-warfare-2-027,CALL OF DUTY MODERN WARFARE 2,PS4 Games,45.00,60.00,0,GOOD,ps4,45.00,45.00
GH-PS4-call-of-duty-modern-warfare-3-028,CALL OF DUTY MODERN WARFARE 3,PS4 Games,60.00,80.00,0,GOOD,ps4,60.00,60.00
GH-PS4-call-of-duty-wwii-029,CALL OF DUTY WWII,PS4 Games,35.00,50.00,0,GOOD,ps4,35.00,35.00
GH-PS4-capcom-fighting-collection-2-030,CAPCOM FIGHTING COLLECTION 2,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-crash-bandicoot-4-it-s-about-time-031,CRASH BANDICOOT 4: IT'S ABOUT TIME,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-crash-bandicoot-n-sane-trilogy-032,CRASH BANDICOOT N-SANE TRILOGY,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-crash-team-racing-nitro-fueled-crash-ban-033,CRASH TEAM RACING NITRO FUELED + CRASH BANDICOOT N-SANE TRILOGY,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-crash-team-rumble-034,CRASH TEAM RUMBLE,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-crisis-core-final-fantasy-7-vii-reunion-035,CRISIS CORE FINAL FANTASY 7 VII REUNION,PS4 Games,35.00,50.00,0,GOOD,ps4,35.00,35.00
GH-PS4-crysis-trilogy-036,CRYSIS TRILOGY,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-cyberdimension-neptunia-4-goddesses-onli-037,CYBERDIMENSION NEPTUNIA 4 GODDESSES ONLINE,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-cyberpunk-2077-038,CYBERPUNK 2077,PS4 Games,40.00,55.00,0,GOOD,ps4,40.00,40.00
GH-PS4-danganronpa-1-2-reload-039,DANGANRONPA 1.2 RELOAD,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-danganronpa-another-episode-ultra-despai-040,DANGANRONPA ANOTHER EPISODE ULTRA DESPAIR GIRLS,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-danganronpa-trilogy-041,DANGANRONPA TRILOGY,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-dark-souls-trilogy-042,DARK SOULS TRILOGY,PS4 Games,25.00,35.00,0,GOOD,ps4,25.00,25.00
GH-PS4-dayz-043,DAYZ,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-dead-by-daylight-nightmare-044,DEAD BY DAYLIGHT NIGHTMARE,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-deadpool-045,DEADPOOL,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-destiny-2-forsaken-legendary-collection-046,DESTINY 2: FORSAKEN LEGENDARY COLLECTION,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-diablo-4-047,DIABLO 4,PS4 Games,65.00,90.00,0,GOOD,ps4,65.00,65.00
GH-PS4-dirt-5-048,DIRT 5,PS4 Games,25.00,35.00,0,GOOD,ps4,25.00,25.00
GH-PS4-disgaea-6-complete-049,DISGAEA 6 : COMPLETE,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-dnf-duel-050,DNF DUEL,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-dying-light-2-051,DYING LIGHT 2,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-ea-sports-fc-25-052,EA SPORTS FC 25,PS4 Games,25.00,35.00,0,GOOD,ps4,25.00,25.00
GH-PS4-ea-sports-fc-26-053,EA SPORTS FC 26,PS4 Games,40.00,55.00,0,GOOD,ps4,40.00,40.00
GH-PS4-ea-sports-ufc-4-054,EA SPORTS UFC 4,PS4 Games,40.00,55.00,0,GOOD,ps4,40.00,40.00
GH-PS4-earth-defense-force-6-055,EARTH DEFENSE FORCE 6,PS4 Games,25.00,35.00,0,GOOD,ps4,25.00,25.00
GH-PS4-elden-ring-056,ELDEN RING,PS4 Games,30.00,45.00,0,GOOD,ps4,30.00,30.00
GH-PS4-endless-dungeon-057,ENDLESS DUNGEON,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-evil-west-058,EVIL WEST,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-f1-2022-059,F1 2022,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-f1-2024-060,F1 2024,PS4 Games,60.00,80.00,0,GOOD,ps4,60.00,60.00
GH-PS4-f1-23-061,F1 23,PS4 Games,50.00,70.00,0,GOOD,ps4,50.00,50.00
GH-PS4-fairy-tail-062,FAIRY TAIL,PS4 Games,50.00,70.00,0,GOOD,ps4,50.00,50.00
GH-PS4-farming-simulator-22-063,FARMING SIMULATOR 22,PS4 Games,25.00,35.00,0,GOOD,ps4,25.00,25.00
GH-PS4-fatal-frame-maiden-of-black-water-064,FATAL FRAME: MAIDEN OF BLACK WATER,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-fate-samurai-remnant-065,FATE/SAMURAI REMNANT,PS4 Games,60.00,80.00,0,GOOD,ps4,60.00,60.00
GH-PS4-five-nights-at-freddy-s-core-collection-066,FIVE NIGHTS AT FREDDY'S : CORE COLLECTION,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-five-nights-at-freddy-s-security-breach-067,FIVE NIGHTS AT FREDDY'S : SECURITY BREACH,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-ghost-of-tshushima-068,GHOST OF TSHUSHIMA,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-ghost-of-tshushima-director-s-cut-069,GHOST OF TSHUSHIMA DIRECTOR'S CUT,PS4 Games,40.00,55.00,0,GOOD,ps4,40.00,40.00
GH-PS4-god-of-war-070,GOD OF WAR,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-god-of-war-ragnarok-071,GOD OF WAR RAGNAROK,PS4 Games,60.00,80.00,0,GOOD,ps4,60.00,60.00
GH-PS4-godzilla-072,GODZILLA,PS4 Games,50.00,70.00,0,GOOD,ps4,50.00,50.00
GH-PS4-gran-turismo-7-073,GRAN TURISMO 7,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-granblue-fantasy-relink-074,GRANBLUE FANTASY RELINK,PS4 Games,70.00,95.00,0,GOOD,ps4,70.00,70.00
GH-PS4-grand-theft-auto-trilogy-075,GRAND THEFT AUTO : TRILOGY,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-grand-theft-auto-v-standard-edition-076,GRAND THEFT AUTO V : STANDARD EDITION,PS4 Games,45.00,60.00,0,GOOD,ps4,45.00,45.00
GH-PS4-grand-turismo-sport-horizon-zero-dawn-co-077,GRAND TURISMO SPORT /HORIZON ZERO DAWN COMPLETE ED (MEGA PACK ),PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-guilty-gear-strive-078,GUILTY GEAR STRIVE,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-gunvolt-chronicles-luminous-avenger-ix-079,GUNVOLT CHRONICLES: LUMINOUS AVENGER IX,PS4 Games,25.00,35.00,0,GOOD,ps4,25.00,25.00
GH-PS4-hogwarts-legacy-080,HOGWARTS LEGACY,PS4 Games,65.00,90.00,0,GOOD,ps4,65.00,65.00
GH-PS4-hollow-knight-081,HOLLOW KNIGHT,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-horizon-forbidden-west-082,HORIZON FORBIDDEN WEST,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-hot-wheels-unleashed-083,HOT WHEELS UNLEASHED,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-hot-wheels-unleashed-2-turbocharged-084,HOT WHEELS UNLEASHED 2: TURBOCHARGED,PS4 Games,40.00,55.00,0,GOOD,ps4,40.00,40.00
GH-PS4-human-fall-flat-dream-collection-085,HUMAN : FALL FLAT DREAM COLLECTION,PS4 Games,25.00,35.00,0,GOOD,ps4,25.00,25.00
GH-PS4-huntdown-086,HUNTDOWN,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-infamous-second-son-087,INFAMOUS SECOND SON,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-it-takes-two-088,IT TAKES TWO,PS4 Games,50.00,70.00,0,GOOD,ps4,50.00,50.00
GH-PS4-jujutsu-kaisen-cursed-clash-089,JUJUTSU KAISEN: CURSED CLASH,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-jurassic-world-evolution-2-090,JURASSIC WORLD EVOLUTION 2,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-king-of-fighters-98-ultimate-match-final-091,KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-kukoos-lost-pets-092,KUKOOS: LOST PETS,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-langrisser-1-and-2-093,LANGRISSER 1 AND 2,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-lego-2k-drive-094,LEGO 2K DRIVE,PS4 Games,60.00,80.00,0,GOOD,ps4,60.00,60.00
GH-PS4-lego-star-wars-the-skywalker-saga-095,LEGO STAR WARS THE SKYWALKER SAGA,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-lies-of-p-096,LIES OF P,PS4 Games,50.00,70.00,0,GOOD,ps4,50.00,50.00
GH-PS4-like-a-dragon-ishin-097,LIKE A DRAGON : ISHIN!,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-like-a-dragon-gaiden-the-man-who-erased-098,LIKE A DRAGON GAIDEN : THE MAN WHO ERASED HIS NAME,PS4 Games,45.00,60.00,0,GOOD,ps4,45.00,45.00
GH-PS4-like-a-dragon-infinite-wealth-099,LIKE A DRAGON: INFINITE WEALTH,PS4 Games,50.00,70.00,0,GOOD,ps4,50.00,50.00
GH-PS4-little-nightmares-1-2-100,LITTLE NIGHTMARES 1 + 2,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-lost-sphear-101,LOST SPHEAR,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-madden-nfl-23-102,MADDEN NFL 23,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-maid-of-sker-103,MAID OF SKER,PS4 Games,40.00,55.00,0,GOOD,ps4,40.00,40.00
GH-PS4-marvel-spider-man-104,MARVEL SPIDER-MAN,PS4 Games,45.00,60.00,0,GOOD,ps4,45.00,45.00
GH-PS4-marvel-s-spider-man-miles-morales-105,MARVEL'S SPIDER-MAN: MILES MORALES,PS4 Games,45.00,60.00,0,GOOD,ps4,45.00,45.00
GH-PS4-megaman-x-legacy-collection-1-2-106,MEGAMAN X LEGACY COLLECTION 1+2,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-metaphor-refantazio-107,METAPHOR : REFANTAZIO,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-minecraft-dungeons-ultimate-108,MINECRAFT DUNGEONS ULTIMATE,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-minecraft-favourites-pack-109,MINECRAFT FAVOURITES PACK,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-minecraft-starter-collection-110,MINECRAFT STARTER COLLECTION,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-mlb-the-show-23-111,MLB THE SHOW 23,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-monster-boy-and-the-cursed-kingdom-112,MONSTER BOY AND THE CURSED KINGDOM,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-monster-energy-supercross-the-official-v-113,MONSTER ENERGY SUPERCROSS - THE OFFICIAL VIDEOGAME 6,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-mortal-kombat-11-ultimate-114,MORTAL KOMBAT 11 ULTIMATE,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-mount-and-blade-2-bannerlord-115,MOUNT AND BLADE 2 : BANNERLORD,PS4 Games,25.00,35.00,0,GOOD,ps4,25.00,25.00
GH-PS4-moving-out-2-116,MOVING OUT 2,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-mx-vs-atv-legends-117,MX VS ATV LEGENDS,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-naruto-shippuden-ultimate-ninja-storm-le-118,NARUTO SHIPPUDEN ULTIMATE NINJA STORM LEGACY,PS4 Games,25.00,35.00,0,GOOD,ps4,25.00,25.00
GH-PS4-naruto-x-boruto-ultimate-ninja-storm-con-119,NARUTO X BORUTO ULTIMATE NINJA STORM CONNECTIONS,PS4 Games,50.00,70.00,0,GOOD,ps4,50.00,50.00
GH-PS4-nba-2k25-120,NBA 2K25,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-nba-2k26-121,NBA 2K26,PS4 Games,50.00,70.00,0,GOOD,ps4,50.00,50.00
GH-PS4-nelke-and-the-legendary-alchemists-ateli-122,NELKE AND THE LEGENDARY ALCHEMISTS: ATELIERS OF THE NEW WORLD,PS4 Games,25.00,35.00,0,GOOD,ps4,25.00,25.00
GH-PS4-nhl-23-123,NHL 23,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-nhra-championship-drag-racing-speed-for-124,NHRA CHAMPIONSHIP DRAG RACING : SPEED FOR ALL,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-nickelodeon-kart-racers-3-slime-speedway-125,NICKELODEON KART RACERS 3 : SLIME SPEEDWAY,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-nights-of-azure-126,NIGHTS OF AZURE,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-no-man-s-sky-beyond-127,NO MAN'S SKY : BEYOND,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-one-piece-odyssey-128,ONE PIECE ODYSSEY,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-one-piece-unlimited-world-red-deluxe-edi-129,ONE PIECE UNLIMITED WORLD RED DELUXE EDITION,PS4 Games,40.00,55.00,0,GOOD,ps4,40.00,40.00
GH-PS4-outlast-trinity-130,OUTLAST TRINITY,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-overcooked-all-you-can-eat-131,OVERCOOKED ALL YOU CAN EAT,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-override-2-super-mech-league-ultraman-de-132,OVERRIDE 2: SUPER MECH LEAGUE - ULTRAMAN DELUXE EDITION,PS4 Games,60.00,80.00,0,GOOD,ps4,60.00,60.00
GH-PS4-persona-3-reload-standard-edition-chines-133,PERSONA 3 RELOAD STANDARD EDITION (CHINESE),PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-persona-3-reload-standard-edition-englis-134,PERSONA 3 RELOAD STANDARD EDITION (ENGLISH),PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-pga-tour-2k23-135,PGA TOUR 2K23,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-planet-coaster-136,PLANET COASTER,PS4 Games,40.00,55.00,0,GOOD,ps4,40.00,40.00
GH-PS4-port-royale-4-137,PORT ROYALE 4,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-prince-of-persia-the-lost-crown-138,PRINCE OF PERSIA THE LOST CROWN,PS4 Games,40.00,55.00,0,GOOD,ps4,40.00,40.00
GH-PS4-psychonauts-2-motherlobe-139,PSYCHONAUTS 2 MOTHERLOBE,PS4 Games,50.00,70.00,0,GOOD,ps4,50.00,50.00
GH-PS4-red-dead-redemption-2-140,RED DEAD REDEMPTION 2,PS4 Games,45.00,60.00,0,GOOD,ps4,45.00,45.00
GH-PS4-resident-evil-village-gold-141,RESIDENT EVIL VILLAGE GOLD,PS4 Games,25.00,35.00,0,GOOD,ps4,25.00,25.00
GH-PS4-ride-4-142,RIDE 4,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-river-city-saga-three-kingdoms-143,RIVER CITY SAGA: THREE KINGDOMS,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-sackboy-a-big-adventure-144,SACKBOY : A BIG ADVENTURE,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-saga-scarlet-grace-ambitions-145,SAGA SCARLET GRACE: AMBITIONS,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-saints-row-criminal-custom-146,SAINTS ROW CRIMINAL CUSTOM,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-samurai-maiden-147,SAMURAI MAIDEN,PS4 Games,45.00,60.00,0,GOOD,ps4,45.00,45.00
GH-PS4-sd-gundam-battle-alliance-148,SD GUNDAM BATTLE ALLIANCE,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-sea-of-stars-149,SEA OF STARS,PS4 Games,20.00,30.00,0,GOOD,ps4,20.00,20.00
GH-PS4-sega-genesis-collections-150,SEGA GENESIS COLLECTIONS,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-sekiro-shadows-die-twice-151,SEKIRO SHADOWS DIE TWICE,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-sniper-ghost-warrior-contracts-2-152,SNIPER GHOST WARRIOR CONTRACTS 2,PS4 Games,30.00,40.00,0,GOOD,ps4,30.00,30.00
GH-PS4-sonic-frontiers-153,SONIC FRONTIERS,PS4 Games,50.00,70.00,0,GOOD,ps4,50.00,50.00
